id,title,original_language,popularity,release_date,vote_average,vote_count
8543,Galaksi,id,15.335,8/24/2023,0,0
8544,Dream House,en,18.147,9/29/2011,6.1,1292
8545,EO,pl,13.735,9/30/2022,6.6,264
8546,The Skeleton Key,en,14.895,7/29/2005,6.6,1935
8547,Virtuosity,en,18.144,8/4/1995,5.5,496
8548,The Alpinist,en,14.71,2/7/2021,7.6,120
8549,Paradise Alley,en,11.443,9/22/1978,5.8,121
8550,Day of the Dead,en,13.645,4/8/2008,5.2,346
8551,Lady Bloodfight,en,12.649,11/11/2016,6.6,138
8552,The Celestine Prophecy,en,14.905,6/1/2006,5.1,67
8553,Tom and Jerry: The Movie,en,17.893,10/1/1992,6.3,533
8554,Love Hurts,es,14.193,11/8/2002,7.8,263
8555,Paris When It Sizzles,en,10.143,3/16/1964,6.3,167
8556,Vampire Academy,en,18.646,2/7/2014,6.3,1673
8557,Diabolique,en,11.442,3/22/1996,5.5,266
8558,Song of the Sea,en,15.346,9/6/2014,8,1323
8559,Milf,en,20.325,10/17/2010,4.6,81
8560,A Chinese Torture Chamber Story,cn,19.062,5/19/1994,5.6,39
8561,Life After Beth,en,14.895,8/15/2014,5.5,627
8562,Blackfish,en,13.045,6/7/2013,7.9,1057
8563,The Royal Treatment,en,13.717,1/20/2022,6.7,730
8564,Mourir or not mourir,fr,22.784,1/9/2024,0,0
8565,The Lodgers,en,9.898,10/5/2017,5,467
8566,Marvel Studios Assembled: The Making of Secret Invasion,en,16.497,9/20/2023,4.6,21
8567,Target Number One,en,12.655,7/10/2020,6.2,114
8568,One Ranger,en,20.409,5/5/2023,6.6,63
8569,Super Family,ru,16.586,3/17/2016,5,38
8570,Nineteen: Shh! No Imagining!,ko,12.066,4/20/2015,5,4
8571,Dead Rising: Watchtower,en,14.145,3/27/2015,5.1,327
8572,The Stranger,en,11.391,7/2/1946,7.3,533
8573,Hibernatus,fr,9.761,9/10/1969,6.8,431
8574,The Rising Hawk,en,14.151,10/10/2019,6,118
8575,Redeemer,es,12.964,9/18/2014,6.3,69
8576,Attraction 3,ru,16.144,1/1/2024,0,0
8577,The Good Doctor,en,19.193,4/23/2011,6.2,225
8578,Miss Americana,en,18.952,1/31/2020,7.9,547
8579,"I, Daniel Blake",en,11.446,10/21/2016,7.7,1294
8580,Rogue Agent,en,15.926,8/12/2022,6.4,160
8581,To the Bone,en,14.695,1/22/2017,7.2,3381
8582,The Wolf Man,en,12.14,12/12/1941,7,530
8583,Hounds of Love,en,12.195,10/7/2016,6.1,314
8584,Look Who's Talking Too,en,14.639,12/14/1990,5.5,1309
8585,Doraemon: Nobita and the Birth of Japan,ja,13.094,1/26/2016,6.7,55
8586,Breaking,en,13.726,8/25/2022,6.7,128
8587,Elisa & Marcela,es,15.648,5/24/2019,7.3,363
8588,The Agony and the Ecstasy,en,10.939,9/16/1965,7.1,123
8589,The Young Girls of Rochefort,fr,12.139,3/8/1967,7.7,544
8590,St. Agatha,en,14.146,4/20/2018,5.6,199
8591,HK: Hentai Kamen 2 - Abnormal Crisis,ja,18.674,5/14/2016,6.1,66
8592,Transformers: Dark of the Moon,en,13.073,6/28/2011,6.2,7870
8593,Demons,it,15.338,10/4/1985,6.6,506
8594,Biker Boyz,en,13.639,1/31/2003,6.1,327
8595,Svaha: The Sixth Finger,ko,13.897,2/20/2019,6.6,151
8596,A Hard Day's Night,en,14.388,7/7/1964,7.4,616
8597,Us and Them,zh,14.195,4/28/2018,7.6,123
8598,"Remi, Nobody's Boy",fr,12.446,12/12/2018,7.9,399
8599,The Secret Life of Bees,en,12.189,9/17/2008,7.5,485
8600,Fate/Grand Order the Movie: Divine Realm Of The Round Table: Camelot Paladin; Agateram,ja,12.765,5/15/2021,5.9,27
8601,The Spectacular Now,en,15.64,8/2/2013,6.7,2730
8602,Sexy Night Report,it,17.026,11/20/1977,4.7,13
8603,Swimming Pool,en,18.387,5/21/2003,6.5,643
8604,Re:ZERO -Starting Life in Another World- Memory Snow,ja,17.194,10/6/2018,7.3,267
8605,Cowspiracy: The Sustainability Secret,en,10.639,7/1/2014,7.7,466
8606,"Night Is Short, Walk On Girl",ja,15.44,4/7/2017,7.4,187
8607,Bandidas,en,19.136,1/18/2006,6,1032
8608,The Invisible Guardian,es,16.89,3/3/2017,6.5,631
8609,Eat Drink Man Woman,zh,13.434,8/3/1994,7.5,294
8610,Asterix and the Big Fight,fr,18.333,10/4/1989,6.3,590
8611,The Virgin Psychics,ja,13.568,9/4/2015,5.5,56
8612,A Quiet Place Part III,en,13.712,12/31/2025,0,0
8613,The Smurfs: The Legend of Smurfy Hollow,en,12.357,9/12/2013,6.8,89
8614,Bleach the Movie: Memories of Nobody,ja,15.184,12/16/2006,6.9,176
8615,The Myth,zh,19.583,5/11/2005,6.3,333
8616,Bushwick,en,12.689,8/25/2017,5.1,435
8617,Bingo Hell,en,16.212,10/1/2021,4.8,104
8618,Holiday in the Wild,en,11.692,11/6/2019,6.5,507
8619,Scooby-Doo! and WWE: Curse of the Speed Demon,en,12.187,7/23/2016,7.6,178
8620,Dragon Ball: Episode of Bardock,ja,15.434,12/17/2011,6.9,366
8621,The Bubble,en,16.91,3/25/2022,4.7,403
8622,Chechu y familia,es,13.14,6/25/1992,5.1,7
8623,Bayonetta: Bloody Fate,ja,16.364,11/23/2013,6.6,81
8624,Pola X,fr,16.271,5/12/1999,5.6,78
8625,Swapping: My Friend's Wife 2,ko,13.937,7/19/2018,0,0
8626,Archive,en,20.343,8/13/2020,6.2,624
8627,Mommy Dead and Dearest,en,15.135,3/11/2017,7.4,226
8628,Under the Sea: A Descendants Story,en,10.928,9/28/2018,7.5,83
8629,Zombie Ass: Toilet of the Dead,ja,11.572,2/25/2012,4.8,73
8630,The Master of Disguise,en,15.629,8/2/2002,4,271
8631,Tommy Boy,en,16.428,3/31/1995,6.8,878
8632,Alexander the Great,en,13.829,3/28/1956,5.9,80
8633,The Devil Below,en,13.605,3/5/2021,4.7,92
8634,Wild Bill,en,9.71,12/1/1995,5.7,121
8635,White Girl,en,14.383,9/2/2016,5.6,438
8636,Starship Troopers: Traitor of Mars,en,14.107,8/21/2017,5.9,258
8637,Operation Chromite,ko,11.683,7/27/2016,5.9,187
8638,The Disaster Artist,en,22.651,3/12/2017,7.1,3357
8639,Dark Water,en,13.878,7/8/2005,5.6,943
8640,The Disaster Artist,en,22.651,3/12/2017,7.1,3357
8641,Dark Water,en,13.878,7/8/2005,5.6,943
8642,Welcome Home,en,16.636,11/16/2018,5.3,311
8643,Dragonslayer,en,10.626,6/26/1981,6.4,244
8644,Water for Elephants,en,13.629,4/15/2011,6.9,2412
8645,Nights of Cabiria,it,13.627,10/3/1957,8,704
8646,Smugglers,ko,22.638,7/26/2023,7.1,19
8647,Astral City: A Spiritual Journey,pt,12.628,9/3/2010,7.1,178
8648,Anna and the Apocalypse,en,15.584,11/30/2018,6,335
8649,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,sv,14.379,12/25/2013,6.8,870
8650,Ma Rainey's Black Bottom,en,11.141,11/25/2020,6.7,1093
8651,Godzilla 1985,ja,14.875,7/26/1985,6.6,154
8652,The Driver,en,15.625,6/8/1978,7.1,390
8653,Disclosure,en,15.938,6/19/2020,8,125
8654,Of Gods and Men,fr,12.877,9/8/2010,6.7,340
8655,Che: Part One,en,16.126,9/5/2008,6.8,693
8656,Collision Earth,en,12.626,3/24/2011,6.1,103
8657,Southern Comfort,en,10.573,9/24/1981,6.9,276
8658,Invited Delivery Man 2,ko,16.2,3/11/2022,0,0
8659,Sling Blade,en,15.372,8/30/1996,7.5,716
8660,Psycho-Pass: Sinners of the System - Case.1 Crime and Punishment,ja,16.091,1/25/2019,6.7,72
8661,You Can't Take It with You,en,13.123,9/1/1938,7.5,354
8662,Wild Things: Foursome,en,13.614,6/1/2010,5.2,93
8663,Father of the Bride Part II,en,16.672,12/8/1995,6.3,684
8664,This Is Christmas,en,14.469,12/4/2022,6.3,25
8665,The Silence of the Marsh,es,15.632,11/8/2019,5.3,222
8666,Maximum Overdrive,en,16.371,7/25/1986,5.8,687
8667,The Motorcycle Diaries,es,13.622,2/6/2004,7.4,1188
8668,The Tiger,ko,14.176,12/16/2015,7.6,203
8669,Sibyl,fr,12.881,5/24/2019,5.7,366
8670,Exodus,en,14.621,12/15/1960,6.6,186
8671,A Good Doctor,fr,14.582,12/11/2019,6.6,290
8672,The High Note,en,17.884,6/10/2020,7,414
8673,Before I Wake,en,17.825,4/7/2016,6.5,1749
8674,Hard Times,en,10.92,8/13/1975,6.7,181
8675,Kizumonogatari Part 3: Reiketsu,ja,17.175,1/6/2017,8.1,183
8676,Little Lips,it,16.779,2/8/1978,5.3,22
8677,Tom and Jerry Blast Off to Mars!,en,12.92,1/18/2005,6.5,128
8678,Spies Like Us,en,14.869,12/6/1985,6.2,571
8679,Julius Caesar,en,14.17,12/27/2002,6.7,50
8680,Spies Like Us,en,14.869,12/6/1985,6.2,571
8681,Julius Caesar,en,14.17,12/27/2002,6.7,50
8682,Shiva Baby,en,15.137,4/2/2021,7.2,510
8683,On the Waterfront,en,19.62,6/22/1954,7.9,1446
8684,Let Me Eat Your Pancreas,ja,14.755,7/28/2017,6.9,86
8685,12 Rounds 2: Reloaded,en,14.122,6/1/2013,5.5,258
8686,American Kamasutra,en,20.11,12/13/2018,4.5,38
8687,The Beguiled,en,14.118,1/23/1971,7.1,412
8688,The Stepfather,en,18.87,10/16/2009,5.8,811
8689,Fantomas Unleashed,fr,15.619,12/8/1965,6.8,472
8690,Bad Asses on the Bayou,en,15.673,3/6/2015,6.1,124
8691,Ladder 49,en,17.869,10/1/2004,6.4,725
8692,The Hustler,en,17.118,9/25/1961,7.7,884
8693,Girl vs. Monster,en,18.12,10/12/2012,6.3,259
8694,The China Syndrome,en,14.617,3/16/1979,7.1,420
8695,My Own Private Idaho,en,17.767,2/1/1991,7.1,1049
8696,Shocker,en,13.316,3/23/1989,5.6,385
8697,Zola,en,21.378,1/24/2020,6.1,201
8698,Sophie Scholl: The Final Days,de,13.917,2/13/2005,7.2,393
8699,Dragon Ball Z: Plan to Eradicate the Super Saiyans,ja,20.918,11/11/2010,7.1,271
8700,Bowling for Columbine,en,11.866,10/9/2002,7.5,1439
8701,Seduction,it,15.415,1/1/1973,6.5,15
8702,The Bodyguard from Beijing,cn,15.124,7/28/1994,6.5,92
8703,Taps,en,22.533,12/20/1981,6.8,247
8704,Tenacious D in The Pick of Destiny,en,14.966,11/22/2006,6.7,1463
8705,Boys Don't Cry,en,22.533,9/2/1999,7.4,1228
8706,Lost Girls,en,19.376,1/28/2020,6.1,659
8707,The Vault,en,10.671,9/1/2017,4.8,365
8708,The Bird with the Crystal Plumage,it,13.814,2/27/1970,7.2,694
8709,Wimbledon,en,15.615,9/13/2004,6.2,924
8710,"Bonnard, Pierre and Marthe",fr,22.526,1/10/2024,4.3,2
8711,Dark Web: Cicada 3301,en,20.932,3/12/2021,6.1,104
8712,The Dark Crystal,en,18.614,12/17/1982,7.1,1028
8713,My Favorite Martian,en,12.615,2/11/1999,5.6,282
8714,Stronger,en,12.62,9/22/2017,7,1402
8715,The Porno Killers,it,17.383,4/20/1980,3.6,9
8716,El padrino: The Latin Godfather,en,22.522,9/27/2004,6.9,33
8717,[REC]²,es,18.565,9/15/2009,6.6,1855
8718,The Rookie,en,15.613,12/7/1990,5.9,494
8719,The Ice Pirates,en,10.613,3/16/1984,5.6,162
8720,In His Shadow,fr,16.648,3/17/2023,6.4,99
8721,The Four Musketeers,en,13.363,10/31/1974,6.4,169
8722,Radio Rebel,en,15.165,6/9/2012,6.2,798
8723,The Preacher's Wife,en,12.612,12/13/1996,5.8,211
8724,The 100 Candles Game,en,10.427,11/13/2020,5.7,109
8725,"Mektoub, My Love: Canto Uno",fr,14.118,9/7/2017,6.8,285
8726,Supernova,en,12.812,1/14/2000,4.9,342
8727,House on Haunted Hill,en,18.812,2/17/1959,6.8,469
8728,The Meyerowitz Stories (New and Selected),en,16.418,10/13/2017,6.5,1114
8729,Bronco Billy,en,17.361,6/11/1980,6.3,233
8730,Paskal,ms,12.07,9/27/2018,7.6,65
8731,Starman,en,15.611,12/13/1984,6.9,779
8732,Love and Love Not,en,14.107,12/2/2022,4.8,5
8733,Once In The Desert,ru,12.877,2/17/2022,7.3,23
8734,The Misfits,en,16.361,2/1/1961,7,339
8735,The Painter,en,14.221,1/5/2024,6.7,3
8736,The Last Man,en,13.119,9/6/2018,5.6,113
8737,Typhoon Noruda,ja,11.455,6/5/2015,6.5,43
8738,Super Troopers,en,14.861,2/15/2001,6.6,1009
8739,Iron Eagle,en,16.109,1/17/1986,5.4,275
8740,Iron Eagle,en,16.109,1/17/1986,5.4,275
8741,The Last Paradiso,it,13.176,2/5/2021,5.9,106
8742,"Suddenly, Last Summer",en,10.36,12/22/1959,7.3,249
8743,The Relic,en,12.86,1/10/1997,5.9,480
8744,Cube Zero,en,15.86,10/10/2004,5.7,952
8745,The Final Chapter,it,10.409,3/16/1989,3.8,10
8746,Skyfire,zh,16.371,12/12/2019,6.4,242
8747,Murphy's Law,en,13.608,4/18/1986,6.1,132
8748,Any Which Way You Can,en,14.358,12/17/1980,5.8,301
8749,Better Off Dead...,en,12.358,8/23/1985,6.6,451
8750,I Still See You,en,15.617,9/27/2018,6.6,576
8751,The Monkey King 3,zh,13.406,2/16/2018,5.6,43
8752,The Perfect Match,en,9.913,3/11/2016,5.5,190
8753,Taste the Blood of Dracula,en,11.108,5/7/1970,6.1,153
8754,French Exit,en,11.874,2/12/2021,5.8,126
8755,Bird on a Wire,en,13.857,5/18/1990,6.2,855
8756,Green Room,en,15.311,4/15/2016,6.7,2506
8757,Alien Abduction,en,14.61,4/4/2014,5.8,343
8758,"It's Christmastime Again, Charlie Brown",en,13.986,11/27/1992,5.9,86
8759,Women on the Verge of a Nervous Breakdown,es,18.356,3/25/1988,7.4,817
8760,Erased,en,16.859,8/23/2012,6.1,682
8761,King of Thieves,en,13.915,9/4/2018,5.5,392
8762,Look Who's Back,de,17.111,10/8/2015,6.8,1684
8763,Neo Tokyo,ja,20.675,4/15/1989,6.7,84
8764,Crossroads,en,13.655,3/14/1986,7.3,387
8765,Silip Sa Apoy,tl,17.995,1/28/2022,6,27
8766,Horns,en,18.859,9/6/2013,6.3,2183
8767,Jane Austen's Mafia!,en,15.606,7/24/1998,5.4,172
8768,Brief Encounter,en,15.106,11/24/1945,7.7,555
8769,Two Witches,en,17.097,3/2/2023,6.1,81
8770,The Binding,it,12.67,10/2/2020,5.4,222
8771,The Big Wedding,en,10.609,4/25/2013,5.9,1092
8772,Diner,en,15.555,4/2/1982,6.8,254
8773,Batman vs. Robin,en,20.06,4/3/2015,7.2,854
8774,"You, Me and Dupree",en,14.857,7/13/2006,5.6,1266
8775,Now and Then,en,13.604,10/20/1995,6.9,397
8776,Walk Hard: The Dewey Cox Story,en,13.606,12/21/2007,6.6,623
8777,Premonition,ja,14.975,10/2/2004,6.1,94
8778,Lionel Messi: Destiny,en,13.589,5/27/2023,8.1,45
8779,Big Eyes,en,16.957,12/24/2014,7,3325
8780,A Scanner Darkly,en,15.805,7/7/2006,6.8,1631
8781,Show Dogs,en,15.361,5/18/2018,6.1,237
8782,People Like Us,en,12.606,6/29/2012,6.8,587
8783,Lucky Day,en,14.664,9/18/2019,5.2,141
8784,Thunderstruck,en,14.905,8/24/2012,6.1,222
8785,City Lights,en,19.403,2/1/1931,8.3,2009
8786,Homeward Bound II: Lost in San Francisco,en,15.352,3/8/1996,6.5,429
8787,A Castle for Christmas,en,12.426,11/26/2021,6,289
8788,Drunk Parents,en,22.414,2/8/2019,4.6,233
8789,The Nut Job,en,18.855,1/17/2014,5.8,891
8790,The Poison Rose,en,14.811,5/23/2019,4.6,307
8791,The Second Best Exotic Marigold Hotel,en,14.606,2/26/2015,6.4,673
8792,Starship Troopers 2: Hero of the Federation,en,16.052,4/24/2004,4.3,529
8793,Open Water,en,14.602,10/26/2003,5.5,1003
8794,Saint Maud,en,13.863,12/27/2019,6.6,641
8795,Malevolent,en,11.11,12/13/2018,5,437
8796,Erotic Ghost Story,cn,14.445,5/19/1990,6.3,68
8797,The Farewell,en,14.561,7/12/2019,7.4,1303
8798,The Day of the Triffids,en,13.851,7/5/1962,6.2,158
8799,Hilda and the Mountain King,en,14.924,12/30/2021,7.5,133
8800,The Farewell,en,14.561,7/12/2019,7.4,1303
8801,The Day of the Triffids,en,13.851,7/5/1962,6.2,158
8802,Hilda and the Mountain King,en,14.924,12/30/2021,7.5,133
8803,The Mongolian Connection,en,22.394,6/12/2019,6.5,6
8804,Wet Woman in the Wind,ja,14.625,8/1/2016,5.7,49
8805,Pokémon the Movie: Kyurem vs. the Sword of Justice,ja,15.652,7/13/2012,6.4,156
8806,Pushing Tin,en,12.9,4/23/1999,5.9,363
8807,On the Rocks,en,11.364,10/2/2020,6.1,596
8808,Cousins,pt,14.91,12/10/2019,7.9,263
8809,Inheritance,en,17.011,4/30/2020,6.3,534
8810,2-Headed Shark Attack,en,16.401,6/26/2012,4.4,260
8811,The King of Fighters,en,15.601,8/26/2010,5,142
8812,Stan Helsing,en,17.099,10/27/2009,4.2,432
8813,Clerks II,en,15.599,7/21/2006,6.9,1228
8814,Dovbush,uk,11.708,8/24/2023,8.4,14
8815,Stephen Curry: Underrated,en,18.58,7/21/2023,7.6,69
8816,Bob Lazar: Area 51 and Flying Saucers,en,12.356,11/1/2018,6.2,118
8817,Julia's Eyes,es,12.85,10/29/2010,6.7,738
8818,Marvel Studios Assembled: The Making of the Guardians of the Galaxy Vol. 3,en,17.273,9/13/2023,6.7,7
8819,Suburban Swingers Club,en,14.086,3/9/2019,4.2,6
8820,Hal,ja,10.63,6/8/2013,6.7,91
8821,Felon,en,17.098,7/17/2008,7.2,823
8822,Stay Alive,en,15.348,3/24/2006,5.8,690
8823,Damsel,en,22.358,3/8/2024,0,0
8824,Let Them All Talk,en,22.358,12/10/2020,5.7,216
8825,Green Street Hooligans 2,en,18.598,3/23/2009,5,222
8826,The Doors,en,16.796,3/1/1991,7.1,1305
8827,The Dark Divide,en,10.808,3/28/2020,6.2,5
8828,Afternoon Delight,en,12.899,8/30/2013,5.8,200
8829,Dinner for Schmucks,en,15.848,7/30/2010,5.7,1685
8830,Abandoned,en,9.58,8/30/2015,5.8,115
8831,Deliver Us from Evil,ko,17.358,8/5/2020,6.8,176
8832,The Immigrant,en,12.848,11/27/2013,6.3,776
8833,Man of the House,en,12.395,2/25/2005,5.8,437
8834,Funny Face,en,14.845,2/13/1957,7,621
8835,Lord of the Flies,en,16.345,8/13/1963,6.7,476
8836,Bartkowiak,pl,15.665,7/28/2021,6.1,147
8837,Black Candles,es,13.594,1/1/1982,6.3,132
8838,The Week Of,en,11.401,4/27/2018,5.4,749
8839,Vicini di casa,it,14.62,12/1/2022,5.6,81
8840,Jack and the Cuckoo-Clock Heart,fr,14.347,2/5/2014,7.2,670
8841,In Cold Blood,en,12.344,12/15/1967,7.5,334
8842,Lu Over the Wall,ja,14.849,5/19/2017,7,127
8843,88 Minutes,en,13.044,2/14/2007,5.8,1002
8844,Inside Job,en,13.095,10/8/2010,7.7,871
8845,Unfinished Business,en,12.397,3/5/2015,5.5,759
8846,My Way,ko,16.145,12/21/2011,7.9,356
8847,Legend of the Fist: The Return of Chen Zhen,cn,13.845,9/1/2010,6.9,323
8848,The Taming of the Shrew,en,16.592,3/8/1967,7,155
8849,Shelter,en,12.893,6/16/2007,7.7,456
8850,Intrusion,en,19.113,9/22/2021,6,617
8851,Mufasa: The Lion King,en,14.7,12/18/2024,0,0
8852,Bleach,ja,16.599,7/20/2018,6.6,516
8853,The Roommate,en,13.344,2/4/2011,5.4,903
8854,The Passenger,en,17.454,8/4/2023,6.1,48
8855,Four's a Crowd,es,13.575,10/28/2022,6.5,88
8856,Sliding Doors,en,17.592,4/23/1998,6.6,1226
8857,Shortcomings,en,22.313,8/4/2023,6.1,38
8858,A Prince in Paradise,en,12.253,1/7/2023,7.2,27
8859,Nowhere Special,en,14.406,9/10/2020,7.1,143
8860,Ernest & Celestine,fr,12.343,12/12/2012,7.8,562
8861,"A Fairly Odd Movie: Grow Up, Timmy Turner!",en,10.893,7/9/2011,4.9,200
8862,Cat's Eye,en,16.34,4/12/1985,6.8,586
8863,BTS: Yet to Come in Cinemas,ko,14.926,2/1/2023,7.9,63
8864,She Dies Tomorrow,en,14.104,7/31/2020,5.2,148
8865,Delirium,en,20.098,5/10/2018,5.7,227
8866,The Wild Bunch,en,14.341,6/19/1969,7.6,1088
8867,Keep Watching,en,11.147,5/4/2017,5.1,264
8868,Fat Man and Little Boy,en,13.09,10/20/1989,6.2,130
8869,Always Watching: A Marble Hornets Story,en,13.145,4/7/2015,5,129
8870,Children Who Chase Lost Voices,ja,20.843,5/7/2011,7.2,644
8871,Horizon Line,en,22.303,10/29/2020,5.7,330
8872,Ironclad,en,11.593,3/3/2011,6.2,684
8873,High and Low,ja,16.041,3/1/1963,8.3,787
8874,When a Man Loves a Woman,en,13.09,4/29/1994,6.5,309
8875,Tom and Jerry's Giant Adventure,en,22.301,8/4/2013,5.8,70
8876,Detective Dee and the Mystery of the Phantom Flame,zh,16.592,9/18/2010,6.6,367
8877,Trespass,en,21.339,12/25/1992,6.3,172
8878,True History of the Kelly Gang,en,13.351,11/23/2019,5.9,278
8879,Superwho?,fr,13.115,2/2/2022,6.4,448
8880,Superwho?,fr,13.115,2/2/2022,6.4,448
8881,Happily N'Ever After,en,15.841,1/5/2007,5,401
8882,The Sisterhood of the Traveling Pants,en,14.789,6/1/2005,6.5,1231
8883,The Devil's Own,en,19.039,3/13/1997,6.2,1111
8884,Eddie the Eagle,en,22.289,2/25/2016,7.2,1995
8885,Amityville II: The Possession,en,16.338,9/24/1982,5.7,319
8886,The Last Temptation of Christ,en,17.038,5/28/1988,7.2,960
8887,Bull Durham,en,15.088,6/15/1988,6.7,523
8888,Candy,en,12.959,12/17/1968,5.3,54
8889,Reign of Assassins,zh,12.641,9/1/2010,6.9,222
8890,Fanfic,pl,17.14,5/17/2023,7.3,64
8891,"Hello, Love, Goodbye",tl,13.399,7/31/2019,6.4,106
8892,Accidental Love,en,11.343,2/10/2015,4.3,312
8893,A Lonely Place to Die,en,13.641,4/9/2011,6.2,536
8894,Les Misérables,fr,13.599,3/12/1958,7.1,92
8895,Stir of Echoes,en,16.038,9/10/1999,6.7,1109
8896,Between Two Ferns: The Movie,en,11.398,9/20/2019,6,798
8897,Wind Chill,en,22.277,4/27/2007,5.8,418
8898,Bringing Out the Dead,en,12.588,10/22/1999,6.6,968
8899,The Bad Guys: Reign of Chaos,ko,13.148,9/11/2019,6.9,100
8900,The Bad Guys: Reign of Chaos,ko,13.148,9/11/2019,6.9,100
8901,A Fortunate Man,da,13.646,8/30/2018,6.8,152
8902,The Mirror Crack'd,en,12.036,9/19/1980,6.2,185
8903,Bullet Head,en,17.343,12/7/2017,5,491
8904,The General,en,14.537,12/25/1926,8,1120
8905,Chappaquiddick,en,22.27,4/6/2018,6.1,242
8906,The Butterfly Effect 3: Revelations,en,21.538,1/9/2009,5.5,521
8907,The Wolf of Snow Hollow,en,11.351,10/23/2020,6.2,360
8908,Synchronic,en,19.351,10/23/2020,6.3,826
8909,Eye for an Eye,en,16.585,1/12/1996,6.1,322
8910,Fail Safe,en,15.086,10/7/1964,7.8,345
8911,House of Flying Daggers,zh,14.336,5/19/2004,7.3,1494
8912,Dog Gone,en,16.138,1/13/2023,6.4,147
8913,Colors,en,19.585,4/15/1988,6.5,414
8914,Santa Claus: The Movie,en,15.835,10/29/1985,6.3,248
8915,Short Cuts,en,17.334,9/5/1993,7.2,534
8916,Beauty Salon: Special Service,ko,14.025,12/29/2016,6.2,12
8917,Asterix vs. Caesar,fr,15.334,3/6/1985,6.5,544
8918,The Peeping,cn,18.075,3/16/2002,4.5,8
8919,War Machine,en,14.091,5/26/2017,5.6,1063
8920,Don't Hang Up,en,16.839,10/22/2016,6.2,479
8921,Another Earth,en,13.836,7/22/2011,6.7,1521
8922,Rumor Has It...,en,15.834,12/22/2005,5.6,1078
8923,Your Highness,en,15.836,4/8/2011,5.3,1242
8924,Sorry if I Love You,it,17.634,1/25/2008,5.9,668
8925,The Young Messiah,en,15.387,3/10/2016,6.4,121
8926,Afire,de,15.675,4/20/2023,7.1,74
8927,From Beijing with Love,cn,11.882,10/13/1994,6.9,155
8928,Without a Trace,de,17.696,1/17/2023,6.5,42
8929,Black Box,en,16.346,10/6/2020,6.5,482
8930,In the Mouth of Madness,en,12.581,2/3/1995,7.2,1517
8931,Syriana,en,13.832,11/23/2005,6.4,1259
8932,Children of the Corn II: The Final Sacrifice,en,16.581,1/29/1992,4.8,221
8933,Flawless,en,16.083,9/1/2007,6.6,479
8934,Love Letter,ja,13.58,3/25/1995,7.7,168
8935,The Land Before Time IV: Journey Through the Mists,en,12.08,11/1/1996,6.2,321
8936,A Christmas Carol,en,13.842,12/19/2019,7,153
8937,Penelope,en,16.082,3/1/2006,6.7,1326
8938,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,en,11.885,2/10/2015,6.5,127
8939,Wildling,en,13.838,4/13/2018,5.4,334
8940,Natural Born Liar,fr,14.414,7/13/2022,5,191
8941,Cyrano,en,14.604,12/17/2021,6.5,261
8942,Midnight Special,en,16.334,2/12/2016,6.2,1780
8943,Dreams,ja,12.079,5/11/1990,7.7,418
8944,A Star Is Born,en,10.58,4/27/1937,7.2,188
8945,When a Stranger Calls,en,21.031,2/3/2006,5.7,983
8946,The Last Warrior,ru,12.636,1/18/2018,5.9,107
8947,The Hunter's Prayer,en,12.085,6/8/2017,5.7,360
8948,Bank of Dave,en,17.884,3/23/2023,6.9,43
8949,It's a Wonderful Binge,en,10.336,12/9/2022,5,97
8950,Being the Ricardos,en,19.802,12/10/2021,6.5,562
8951,The Assignment,en,18.134,6/8/2016,5.5,474
8952,A Turtle's Tale 2: Sammy's Escape from Paradise,en,22.191,8/1/2012,5.8,195
8953,Blazing Bondage Lady,ja,14.407,9/20/1980,2,1
8954,Luna,it,17.407,8/29/1979,6.5,86
8955,My Awkward Sexual Adventure,en,10.08,9/11/2012,6.9,330
8956,Days of Being Wild,cn,15.577,12/15/1990,7.3,432
8957,Colette,en,17.585,9/21/2018,6.9,857
8958,Lake Placid 2,en,21.028,4/28/2007,4.9,204
8959,Green Night,zh,22.176,2/18/2023,5.6,5
8960,Madagascar: A Little Wild Holiday Goose Chase,en,19.97,11/26/2021,6.9,19
8961,Rob Roy,en,15.076,4/13/1995,6.7,578
8962,Hamlet,en,12.826,12/19/1990,6.6,383
8963,Pat Garrett & Billy the Kid,en,13.326,5/23/1973,7.2,366
8964,The Man Who Killed Don Quixote,en,12.583,5/19/2018,6.8,966
8965,Parallel,en,13.133,4/10/2018,6,116
8966,Parkland,en,11.629,10/2/2013,6.2,335
8967,A Royal Affair,da,11.328,3/29/2012,7.4,803
8968,Hellraiser: Judgment,en,15.283,2/13/2018,5,251
8969,Firestarter,en,12.825,5/11/1984,6.3,626
8970,Body of Evidence,en,13.075,1/15/1993,5,272
8971,Jagged Edge,en,14.075,10/4/1985,6.3,234
8972,Cat on a Hot Tin Roof,en,12.575,8/29/1958,7.7,691
8973,License to Wed,en,13.326,7/4/2007,5.7,815
8974,Paris Can Wait,en,11.13,9/12/2016,5.8,221
8975,Inspector Gadget 2,en,9.825,3/11/2003,4.1,344
8976,Hero,en,10.624,10/2/1992,6.4,419
8977,Creepshow,en,18.324,11/10/1982,6.9,931
8978,The Ides of March,en,17.527,9/24/2011,6.7,2308
8979,Dorian Gray,en,13.275,9/9/2009,6,2000
8980,Dorian Gray,en,13.275,9/9/2009,6,2000
